"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"e d f g# ^A e g# f e ",3,2,"NUMBERS","001","019",4,"e d f g ^A e g f e ",19
"e C e pas,B z-q,f g# B ^A C pas,z-q,rev,qad,C pas,z-q,g# f e ",1,1,"NUMBERS","001","020",4,"e C e B f g B ^A C g f e ",53
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","021",4,"e g B ^A c d g f e ",23
"e B z-q,f g# B ^A rev,C pas,z-q,rev,qad,C pas,z-q,g# f e ",1,1,"NUMBERS","001","022",4,"e B f g B ^A C g f e ",47
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","023",4,"e g B ^A c d g f e ",21
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","024",4,"e B f g B ^A B C g f e ",35
"e g# B ^A C pas,z-q,f g# e ",5,1,"NUMBERS","001","025",4,"e g B ^A C f g e ",25
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","026",4,"e B f g B ^A B C g f e ",37
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","027",4,"e g B ^A c d g f e ",22
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","028",4,"e B f g B ^A B C g f e ",37
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","029",4,"e g B ^A c d g f e ",24
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","031",4,"e g B ^A c d g f e ",23
"e C pas,B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",1,1,"NUMBERS","001","032",4,"e C B f g B ^A B C g f e ",41
"e g# B ^A f g# f e ",30,5,"NUMBERS","001","033",4,"e g B ^A f g f e ",20
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","034",4,"e B f g B ^A B C g f e ",37
"e g# B ^A c d g# e ",3,1,"NUMBERS","001","035",4,"e g B ^A c d g e ",22
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","036",4,"e B f g B ^A B C g f e ",37
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","037",4,"e g B ^A c d g f e ",23
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","038",4,"e B f g B ^A B C g f e ",35
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","039",4,"e g B ^A c d g f e ",20
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","040",4,"e B f g B ^A B C g f e ",36
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","041",4,"e g B ^A c d g f e ",22
"e B z-q,f g# B ^A B rev,qad,C pas,z-q,g# f e ",9,9,"NUMBERS","001","042",4,"e B f g B ^A B C g f e ",37
"e g# B ^A c d g# f e ",9,9,"NUMBERS","001","043",4,"e g B ^A c d g f e ",24
"B paz,t-q,qad,C pas,B z-q,f g# ^A f g# e ",1,1,"NUMBERS","001","044",4,"B C B f g ^A f g e ",36
"e d f e g# B ^A qad,C pas,z-q,f g# e ",1,1,"NUMBERS","001","045",4,"e d f e g B ^A C f g e ",35
"e pas,z-q,f g# B ^A f g# e ",6,1,"NUMBERS","001","046",4,"e f g B ^A f g e ",27
"e g# B ^A f g# e ",29,1,"NUMBERS","001","047",4,"e g B ^A f g e ",17
"e f g# f e ",190,38,"NUMBERS","001","048",4,"e f g f e ",10
"e paz,B t-q,qad,azl,B tsi,B seg,azl,C pas,z-q,g# ^A f g# e ",1,1,"NUMBERS","001","050",4,"e B C g ^A f g e ",54
"e B rev,C pas,z-q,pas,z-q,f g# ^A f g# e ",1,1,"NUMBERS","001","051",4,"e B C f g ^A f g e ",38
"e tar,C pas,B z-q,B z-q,g# B ^A pas,z-q,g# f e ",1,1,"NUMBERS","001","053",4,"e C B g B ^A g f e ",44
"e g# B ^A t-g,qad,c d g# f e ",1,1,"NUMBERS","001","054",4,"e g B ^A c d g f e ",23
"e B z-q,f e g# e ",10,6,"NUMBERS","002","001",4,"e B f e g e ",15
"e pas,B z-q,d f g# ^A pas,B z-q,g# e ",1,1,"NUMBERS","002","003",4,"e B d f g ^A B g e ",36
"e g# ^A c d g# f e ",11,9,"NUMBERS","002","004",4,"e g ^A c d g f e ",19
"e f g# B ^A pas,B z-q,g# e ",7,3,"NUMBERS","002","005",4,"e f g B ^A B g e ",25
"e g# ^A pas,B z-q,g# e ",6,4,"NUMBERS","002","007",4,"e g ^A B g e ",19
"e g# ^A c d g# f e ",11,9,"NUMBERS","002","008",4,"e g ^A c d g f e ",19
"B c d g# ^A pas,B z-q,g# e ",1,1,"NUMBERS","002","010",4,"B c d g ^A B g e ",30
"e f g# B ^A pas,B z-q,g# e ",7,3,"NUMBERS","002","012",4,"e f g B ^A B g e ",26
"e g# ^A pas,B z-q,g# e ",6,4,"NUMBERS","002","014",4,"e g ^A B g e ",17
"e g# ^A C pas,z-q,f g# e ",3,1,"NUMBERS","002","015",4,"e g ^A C f g e ",24
"e tar,B rev,qad,azl,qad,f d f g# ^A g# e ",1,1,"NUMBERS","002","016",4,"e B f d f g ^A g e ",43
"B f d g# ^A pas,B z-q,g# e ",2,2,"NUMBERS","002","018",4,"B f d g ^A B g e ",30
"e g# ^A f g# f e ",36,2,"NUMBERS","002","019",4,"e g ^A f g f e ",17
"e g# B ^A pas,B z-q,g# e ",9,2,"NUMBERS","002","020",4,"e g B ^A B g e ",23
"e g# ^A pas,B z-q,g# e ",6,4,"NUMBERS","002","022",4,"e g ^A B g e ",21
"e g# ^A c d g# f e ",11,9,"NUMBERS","002","023",4,"e g ^A c d g f e ",20
"B f d g# ^A pas,B z-q,g# e ",2,2,"NUMBERS","002","025",4,"B f d g ^A B g e ",28
"e g# ^A c d g# f e ",11,9,"NUMBERS","002","026",4,"e g ^A c d g f e ",19
"e f g# B ^A pas,B z-q,g# e ",7,3,"NUMBERS","002","027",4,"e f g B ^A B g e ",23
"e g# ^A pas,B z-q,g# e ",6,4,"NUMBERS","002","029",4,"e g ^A B g e ",20
"e g# ^A c d g# f e ",11,9,"NUMBERS","002","030",4,"e g ^A c d g f e ",21
"d f e g# B ^A C e pas,z-q,f pas,pas,B z-q,f g# e ",1,1,"NUMBERS","002","032",4,"d f e g B ^A C e f B f g e ",47
"e qad,z-q,B z-q,g# B ^A d f g# e ",1,1,"NUMBERS","002","033",4,"e B g B ^A d f g e ",25
"e g# B ^A t-g,qad,azl,rev,e C pas,B z-q,f g# f e ",1,1,"NUMBERS","002","034",4,"e g B ^A e C B f g f e ",43
"e d f e g# B ^A z-g,g# e ",1,1,"NUMBERS","003","002",4,"e d f e g B ^A g e ",25
"rev,pas,B z-q,g# ^A f g# e ",2,1,"NUMBERS","003","003",4,"B g ^A f g e ",25
"e pas,B z-q,B z-q,g# B ^A g# e ",1,1,"NUMBERS","003","006",4,"e B g B ^A g e ",27
"e B rev,pas,pas,B z-q,g# B ^A g# f e ",1,1,"NUMBERS","003","007",4,"e B g B ^A g f e ",32
"e rev,e pas,B z-q,g# B ^A g# f e ",2,1,"NUMBERS","003","008",4,"e B g B ^A g f e ",31
"e pas,z-q,g# ^A qad,f pas,pas,z-q,g# f e ",1,1,"NUMBERS","003","009",4,"e g ^A f g f e ",31
"e C pas,z-q,g# ^A f g# e ",11,2,"NUMBERS","003","010",4,"e C g ^A f g e ",27
"e tar,c B rev,pas,B z-q,c d f g# B ^A f g# e ",1,1,"NUMBERS","003","012",4,"e c B c d f g B ^A f g e ",40
"e C pas,z-q,f g# e ",17,2,"NUMBERS","003","014",4,"e C f g e ",15
"e pas,B z-q,f g# ^A d f g# e ",3,1,"NUMBERS","003","015",4,"e B f g ^A d f g e ",30
"e f d g# B ^A g# e ",10,4,"NUMBERS","003","016",4,"e f d g B ^A g e ",16
"e f e g# ^A z-g,g# e ",1,1,"NUMBERS","003","017",4,"e f e g ^A g e ",19
"e d f e g# ^A g# e ",2,1,"NUMBERS","003","018",4,"e d f e g ^A g e ",19
"e c d g# B ^A f d f g# f e ",2,1,"NUMBERS","003","020",4,"e c d g B ^A f d f g f e ",29
"e B z-q,pas,pas,z-q,g# ^A B z-q,g# e ",1,1,"NUMBERS","003","021",4,"e B g ^A B g e ",26
"e g# ^A c d g# e ",5,2,"NUMBERS","003","023",4,"e g ^A c d g e ",18
"e f e g# ^A g# e ",9,6,"NUMBERS","003","024",4,"e f e g ^A g e ",14
"e rev,C e pas,B z-q,pas,pas,e z-q,g# e ^A f g# f e ",1,1,"NUMBERS","003","027",4,"e C e B e g e ^A f g f e ",44
"e pas,z-q,g# ^A C pas,B z-q,g# f e ",3,1,"NUMBERS","003","028",4,"e g ^A C B g f e ",31
"e f g# ^A d f g# e ",16,2,"NUMBERS","003","029",4,"e f g ^A d f g e ",19
"e rev,C pas,B e z-q,B z-q,f g# ^A qad,z-q,g# e ",1,1,"NUMBERS","003","031",4,"e C B e B f g ^A g e ",42
"e pas,B z-q,g# B ^A z-g,g# f e ",2,1,"NUMBERS","003","032",4,"e B g B ^A g f e ",29
"e pas,B z-q,g# ^A f g# e ",12,1,"NUMBERS","003","034",4,"e B g ^A f g e ",26
"e C e pas,B z-q,g# ^A B c d g# e ",1,1,"NUMBERS","003","035",4,"e C e B g ^A B c d g e ",31
"e B tsi,B seg,pas,z-q,g# B ^A z-q,g# e ",1,1,"NUMBERS","003","036",4,"e B g B ^A g e ",37
"e c d g# ^A g# e ",5,2,"NUMBERS","003","037",4,"e c d g ^A g e ",21
"e B B paz,B t-q,e qad,azl,B B rev,e pas,B z-q,g# B ^A f g# e ",1,1,"NUMBERS","003","038",4,"e B e B e B g B ^A f g e ",54
"e qad,azl,t-q,qad,c d f g# ^A pas,B z-q,f g# e ",1,1,"NUMBERS","003","039",4,"e c d f g ^A B f g e ",45
"e qad,azl,rev,qad,C pas,B z-q,g# ^A z-g,g# f e ",1,1,"NUMBERS","003","040",4,"e C B g ^A g f e ",35
"e qad,f pas,B z-q,f g# B ^A pas,B z-q,B z-q,g# f e ",1,1,"NUMBERS","003","041",4,"e f B f g B ^A B g f e ",45
"e B z-q,d f g# ^A e g# f e ",1,1,"NUMBERS","003","042",4,"e B d f g ^A e g f e ",23
"e t-q,qad,azl,f d f g# ^A C pas,z-q,f g# e ",1,1,"NUMBERS","003","043",4,"e f d f g ^A C f g e ",41
"e f g# f e ",190,38,"NUMBERS","003","044",4,"e f g f e ",10
"B rev,C pas,B z-q,f g# B ^A f g# f e ",1,1,"NUMBERS","003","045",4,"B C B f g B ^A f g f e ",39
"e pas,B z-q,g# ^A e pas,z-q,g# f e ",1,1,"NUMBERS","003","046",4,"e B g ^A e g f e ",31
"e rev,c d g# ^A C pas,pas,z-q,f g# e ",1,1,"NUMBERS","003","047",4,"e c d g ^A C f g e ",32
"e B z-q,g# ^A z-g,g# e ",1,1,"NUMBERS","003","048",4,"e B g ^A g e ",22
"e B z-q,g# B ^A pas,B z-q,g# f e ",3,1,"NUMBERS","003","049",4,"e B g B ^A B g f e ",23
"e rev,d f g# B ^A qad,azl,f d g# f e ",1,1,"NUMBERS","003","050",4,"e d f g B ^A f d g f e ",34
"e qad,azl,c d f g# B ^A d f g# e ",1,1,"NUMBERS","003","051",4,"e c d f g B ^A d f g e ",32
"e B z-q,f e g# e ",10,6,"NUMBERS","004","001",4,"e B f e g e ",15
"e rev,pas,B z-q,g# B ^A g# f e ",4,1,"NUMBERS","004","002",4,"e B g B ^A g f e ",24
"e qad,C pas,z-q,g# B ^A pas,z-q,f g# f e ",1,1,"NUMBERS","004","003",4,"e C g B ^A f g f e ",34
"d f g# B ^A g# e ",3,1,"NUMBERS","004","004",4,"d f g B ^A g e ",19
"e qad,C pas,B e z-q,z-g,g# B ^A qad,z-q,g# f e ",1,1,"NUMBERS","004","005",4,"e C B e g B ^A g f e ",36
"e B rev,pas,B z-q,c e d g# ^A g# e ",1,1,"NUMBERS","004","006",4,"e B c e d g ^A g e ",28
"e B B rev,tsi,B seg,B t-g,C pas,z-q,g# B ^A f g# f e ",1,1,"NUMBERS","004","007",4,"e B C g B ^A f g f e ",52
"e B rev,C B z-q,B z-q,g# B ^A g# e ",3,1,"NUMBERS","004","008",4,"e B C B g B ^A g e ",30
"e B B rev,tar,C pas,B z-q,g# ^A pas,B z-q,f g# e ",1,1,"NUMBERS","004","009",4,"e B C B g ^A B f g e ",51
"e C pas,z-q,g# B ^A g# e ",8,2,"NUMBERS","004","010",4,"e C g B ^A g e ",23
"e B B rev,pas,B z-q,B z-q,g# B ^A g# e ",1,1,"NUMBERS","004","011",4,"e B g B ^A g e ",32
"e t-q,qad,azl,c e B rev,e pas,B z-q,B z-q,g# B ^A g# e ",1,1,"NUMBERS","004","012",4,"e c e B e B g B ^A g e ",45
"e g# ^A B z-q,g# e ",17,2,"NUMBERS","004","013",4,"e g ^A B g e ",18
"e B t-g,e tar,B e c B rev,C pas,B z-q,g# B ^A B rev,d f g# f e ",1,1,"NUMBERS","004","014",4,"e B e B e c B C B g B ^A B d f g f e ",60
"e B e t-g,qad,azl,B tsi,B e seg,rev,C pas,z-q,f g# ^A d f e g# f e ",1,1,"NUMBERS","004","015",4,"e B e B e C f g ^A d f e g f e ",69
"e tar,B B rev,C pas,B z-q,f g# B ^A rev,pas,z-q,g# e ",1,1,"NUMBERS","004","016",4,"e B C B f g B ^A g e ",54
"e B z-q,f e g# e ",10,6,"NUMBERS","004","017",4,"e B f e g e ",15
"e z-g,g# B ^A g# e ",3,1,"NUMBERS","004","018",4,"e g B ^A g e ",18
"e B B rev,pas,B z-q,g# B ^A C pas,z-q,B rev,f d g# e ",1,1,"NUMBERS","004","019",4,"e B g B ^A C B f d g e ",50
"e c d f g# e ",14,1,"NUMBERS","004","020",4,"e c d f g e ",17
"e f g# f e ",190,38,"NUMBERS","004","021",4,"e f g f e ",10
"e rev,d f g# ^A f g# e ",4,1,"NUMBERS","004","022",4,"e d f g ^A f g e ",20
"B z-q,g# ^A g# e ",4,1,"NUMBERS","004","024",4,"B g ^A g e ",17
"e t-q,qad,azl,B B B rev,qad,C pas,pas,z-q,pas,e z-q,e g# ^A qad,c d g# e ",1,1,"NUMBERS","004","026",4,"e B C e g ^A c d g e ",60
"e t-q,qad,azl,rev,pas,B z-q,z-q,g# ^A C pas,z-q,g# e ",1,1,"NUMBERS","004","027",4,"e B g ^A C g e ",46
"B rev,d f g# B ^A qad,z-q,pas,e z-q,e g# e ",1,1,"NUMBERS","004","028",4,"B d f g B ^A e g e ",34
"e t-q,qad,azl,rev,d f g# ^A pas,z-q,z-g,g# f e ",1,1,"NUMBERS","004","030",4,"e d f g ^A g f e ",38
"e pas,B z-q,g# B ^A pas,z-q,g# f e ",2,1,"NUMBERS","004","031",4,"e B g B ^A g f e ",35
"B rev,pas,B z-q,g# B ^A pas,e z-q,e g# e ",1,1,"NUMBERS","004","033",4,"B g B ^A e g e ",35
"e qad,c d f g# B ^A g# f e ",1,1,"NUMBERS","004","034",4,"e c d f g B ^A g f e ",31
"e qad,C pas,z-q,g# B ^A pas,z-q,g# f e ",3,3,"NUMBERS","004","035",4,"e C g B ^A g f e ",33
"e f g# ^A z-g,f g# e ",14,1,"NUMBERS","004","036",4,"e f g ^A f g e ",23
"e g# B ^A g# f e ",43,3,"NUMBERS","004","038",4,"e g B ^A g f e ",17
"e qad,C pas,z-q,g# B ^A pas,z-q,g# f e ",3,3,"NUMBERS","004","039",4,"e C g B ^A g f e ",33
"e pas,B z-q,g# B ^A z-g,f g# e ",2,1,"NUMBERS","004","040",4,"e B g B ^A f g e ",27
"e z-g,g# B ^A g# f e ",2,1,"NUMBERS","004","042",4,"e g B ^A g f e ",21
"e qad,C pas,z-q,g# B ^A pas,z-q,g# f e ",3,3,"NUMBERS","004","043",4,"e C g B ^A g f e ",33
"e f g# ^A f g# e ",91,3,"NUMBERS","004","044",4,"e f g ^A f g e ",22
"B z-q,g# B ^A qad,C pas,z-q,f g# e ",1,1,"NUMBERS","004","045",4,"B g B ^A C f g e ",31
"e qad,C pas,z-q,g# B ^A rev,qad,c d f g# f e ",1,1,"NUMBERS","004","047",4,"e C g B ^A c d f g f e ",41
"e g# ^A B z-q,f g# e ",14,1,"NUMBERS","004","048",4,"e g ^A B f g e ",21
"e qad,azl,C pas,z-q,f d g# ^A z-g,f g# e ",1,1,"NUMBERS","004","049",4,"e C f d g ^A f g e ",36
"C B z-q,e pas,e z-q,g# ^A g# f e ",1,1,"NUMBERS","005","002",4,"C B e g ^A g f e ",29
"e pas,B z-q,B z-q,g# e ^A qad,C pas,z-q,f g# f e ",1,1,"NUMBERS","005","004",4,"e B g e ^A C f g f e ",40
"e f g# f e ",190,38,"NUMBERS","005","005",4,"e f g f e ",10
"e tsi,B seg,B e rev,C e pas,B z-q,f g# ^A e g# f e ",1,1,"NUMBERS","005","006",4,"e B e C e B f g ^A e g f e ",38
"e qad,azl,rev,C pas,z-q,d f g# ^A rev,C z-q,f g# e ",1,1,"NUMBERS","005","008",4,"e C d f g ^A C f g e ",42
"e tar,c d f g# f e ",1,1,"NUMBERS","005","009",4,"e c d f g f e ",25
"e f g# B ^A d f g# f e ",8,1,"NUMBERS","005","010",4,"e f g B ^A d f g f e ",20
"e f g# f e ",190,38,"NUMBERS","005","011",4,"e f g f e ",10
"e qad,B tsi,seg,pas,B z-q,g# B ^A pas,B z-q,g# f e ",1,1,"NUMBERS","005","013",4,"e B g B ^A B g f e ",37
"e qad,c e d f g# B ^A qad,C e pas,B z-q,g# f e ",1,1,"NUMBERS","005","014",4,"e c e d f g B ^A C e B g f e ",41
"e f g# ^A g# f e ",74,4,"NUMBERS","005","016",4,"e f g ^A g f e ",17
"e qad,f e tsi,B seg,pas,B e z-q,B rev,C B z-q,f g# ^A C pas,z-q,f g# e ",1,1,"NUMBERS","005","018",4,"e f e B e B C B f g ^A C f g e ",58
"e qad,azl,rev,C e pas,qad,f pas,z-q,f d g# B ^A z-g,d f e g# e ",1,1,"NUMBERS","005","019",4,"e C e f d g B ^A d f e g e ",49
"e qad,f e tsi,B seg,C pas,e z-q,qad,f d f g# B ^A qad,C pas,z-q,g# e ",1,1,"NUMBERS","005","021",4,"e f e B C e f d f g B ^A C g e ",60
"t-g,qad,C pas,pas,e z-q,f g# B ^A f g# f e ",1,1,"NUMBERS","005","022",4,"C e f g B ^A f g f e ",35
"t-g,f d g# ^A g# f e ",1,1,"NUMBERS","005","023",4,"f d g ^A g f e ",24
"e C pas,B z-q,g# B ^A C pas,B z-q,f g# e ",2,1,"NUMBERS","005","025",4,"e C B g B ^A C B f g e ",38
"e qad,C pas,B z-q,g# ^A d f g# e ",3,1,"NUMBERS","005","026",4,"e C B g ^A d f g e ",35
"e C pas,e z-q,g# ^A g# f e ",1,1,"NUMBERS","005","028",4,"e C e g ^A g f e ",22
"f g# ^A qad,f d f g# e ",1,1,"NUMBERS","005","029",4,"f g ^A f d f g e ",20
"B rev,qad,f d f g# B ^A C e pas,B z-q,C pas,z-q,f g# e ",1,1,"NUMBERS","005","030",4,"B f d f g B ^A C e B C f g e ",45
"e f g# ^A B z-q,g# e ",24,3,"NUMBERS","005","031",4,"e f g ^A B g e ",20
"e f g# f e ",190,38,"NUMBERS","006","001",4,"e f g f e ",10
"e C pas,z-q,f d f g# B ^A C pas,B z-q,d f g# f e ",1,1,"NUMBERS","006","003",4,"e C f d f g B ^A C B d f g f e ",42
"g# B ^A t-q,qad,azl,B rev,d g# f e ",1,1,"NUMBERS","006","004",4,"g B ^A B d g f e ",28
"e pas,B z-q,g# B ^A qad,azl,C pas,B z-q,f g# f e ",1,1,"NUMBERS","006","005",4,"e B g B ^A C B f g f e ",41
"e B rev,pas,B z-q,f g# ^A d f g# e ",1,1,"NUMBERS","006","007",4,"e B f g ^A d f g e ",31
"g# B ^A f g# e ",5,2,"NUMBERS","006","008",4,"g B ^A f g e ",11
"e B rev,pas,B z-q,f g# B ^A z-q,g# f e ",1,1,"NUMBERS","006","010",4,"e B f g B ^A g f e ",30
"e B rev,C pas,B z-q,B z-q,f g# ^A f g# f e ",1,1,"NUMBERS","006","011",4,"e B C B f g ^A f g f e ",41
"e C e pas,B z-q,d f g# ^A C pas,z-q,f g# e ",1,1,"NUMBERS","006","012",4,"e C e B d f g ^A C f g e ",38
"e f g# ^A rev,pas,B z-q,B z-q,g# f e ",1,1,"NUMBERS","006","013",4,"e f g ^A B g f e ",26
"e B B paz,t-q,qad,C pas,z-q,qad,c d g# ^A e f g# e ",1,1,"NUMBERS","006","014",4,"e B C c d g ^A e f g e ",48
"e B rev,C pas,B z-q,f g# B ^A g# e ",1,1,"NUMBERS","006","015",4,"e B C B f g B ^A g e ",33
"e f g# B ^A f g# e ",67,2,"NUMBERS","006","016",4,"e f g B ^A f g e ",22
"e azl,qad,C pas,e z-q,g# B ^A pas,z-q,g# e ",1,1,"NUMBERS","006","017",4,"e C e g B ^A g e ",35
"e B rev,d f g# B ^A rev,pas,B z-q,pas,z-q,g# f e ",1,1,"NUMBERS","006","018",4,"e B d f g B ^A B g f e ",40
"e qad,azl,B tsi,seg,e qad,C pas,z-q,f g# ^A pas,B z-q,g# e f e ",1,1,"NUMBERS","006","019",4,"e B e C f g ^A B g e f e ",50
"e t-q,qad,f tsi,B seg,C pas,z-q,C B z-q,g# B ^A d f g# e ",1,1,"NUMBERS","006","020",4,"e f B C B g B ^A d f g e ",43
"B B tsi,B seg,C e pas,z-q,g# B ^A C pas,B z-q,B z-q,g# f e ",1,1,"NUMBERS","006","021",4,"B C e g B ^A C B g f e ",44
"e f g# f e ",190,38,"NUMBERS","006","022",4,"e f g f e ",10
"e C e pas,B z-q,f g# B ^A g# e ",1,1,"NUMBERS","006","023",4,"e C e B f g B ^A g e ",27
"e f g# e ",150,15,"NUMBERS","006","024",4,"e f g e ",11
"e qad,c d g# e ",4,1,"NUMBERS","006","025",4,"e c d g e ",13
"e qad,C pas,z-q,f g# e ",2,1,"NUMBERS","006","026",4,"e C f g e ",16
"e f g# B ^A g# e ",42,3,"NUMBERS","006","027",4,"e f g B ^A g e ",19
"e paz,t-q,qad,azl,B rev,qad,azl,C pas,z-q,g# ^A g# f e ",1,1,"NUMBERS","007","001",4,"e B C g ^A g f e ",50
"e pas,pas,B z-q,g# B ^A C B z-q,f g# e ",1,1,"NUMBERS","007","002",4,"e B g B ^A C B f g e ",31
"e qad,azl,B rev,f pas,B B z-q,d f g# B ^A f g# f e ",1,1,"NUMBERS","007","003",4,"e B f B d f g B ^A f g f e ",47
"e f g# f e ",190,38,"NUMBERS","007","004",4,"e f g f e ",10
"C e z-q,z-g,z-g,g# B ^A C pas,z-q,g# f e ",1,1,"NUMBERS","007","005",4,"C e g B ^A C g f e ",35
"e B z-q,g# ^A f g# e ",24,2,"NUMBERS","007","006",4,"e B g ^A f g e ",24
"B B rev,pas,B z-q,g# B ^A g# e ",1,1,"NUMBERS","007","007",4,"B g B ^A g e ",27
"e B B rev,pas,B z-q,g# B ^A pas,B z-q,pas,e z-q,e g# e ",1,1,"NUMBERS","007","008",4,"e B g B ^A B e g e ",41
"e f g# B ^A e C pas,pas,z-q,g# e ",1,1,"NUMBERS","007","009",4,"e f g B ^A e C g e ",24
"e B rev,C B z-q,g# B ^A c d g# f e ",1,1,"NUMBERS","007","010",4,"e B C B g B ^A c d g f e ",39
"e f g# ^A qad,azl,rev,C pas,z-q,pas,pas,z-q,g# e ",1,1,"NUMBERS","007","011",4,"e f g ^A C g e ",35
"e rev,d f g# ^A f g# f e ",1,1,"NUMBERS","007","012",4,"e d f g ^A f g f e ",27
"e tar,e B rev,B tsi,seg,C pas,z-q,f g# B ^A B rev,d f g# e ",11,11,"NUMBERS","007","013",4,"e B C f g B ^A B d f g e ",53
"f d f g# f e ",12,12,"NUMBERS","007","014",4,"f d f g f e ",14
"e f g# e ",150,15,"NUMBERS","007","016",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f e g# ^A d f g# e ",6,6,"NUMBERS","007","017",4,"e B C B f e g ^A d f g e ",42
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","018",4,"e g B ^A g e ",18
"e qad,azl,e B rev,B tsi,seg,C pas,z-q,f g# B ^A B rev,d f g# e ",1,1,"NUMBERS","007","019",4,"e B C f g B ^A B d f g e ",55
"f d f g# f e ",12,12,"NUMBERS","007","020",4,"f d f g f e ",14
"B tar,rev,c d f g# e ",12,12,"NUMBERS","007","021",4,"B c d f g e ",21
"e f g# e ",150,15,"NUMBERS","007","022",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f g# ^A d f g# e ",6,6,"NUMBERS","007","023",4,"e B C B f g ^A d f g e ",41
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","024",4,"e g B ^A g e ",18
"e tar,e B rev,B tsi,seg,C pas,z-q,f g# B ^A B rev,d f g# e ",11,11,"NUMBERS","007","025",4,"e B C f g B ^A B d f g e ",52
"f d f g# f e ",12,12,"NUMBERS","007","026",4,"f d f g f e ",14
"e f g# e ",150,15,"NUMBERS","007","028",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f g# ^A d f g# e ",6,6,"NUMBERS","007","029",4,"e B C B f g ^A d f g e ",41
"e tar,e B rev,B tsi,seg,C pas,z-q,f g# B ^A B rev,d f g# e ",11,11,"NUMBERS","007","031",4,"e B C f g B ^A B d f g e ",52
"f d f g# f e ",12,12,"NUMBERS","007","032",4,"f d f g f e ",14
"e f g# e ",150,15,"NUMBERS","007","034",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f e g# ^A d f g# e ",6,6,"NUMBERS","007","035",4,"e B C B f e g ^A d f g e ",42
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","036",4,"e g B ^A g e ",21
"B tar,rev,c d f g# e ",12,12,"NUMBERS","007","039",4,"B c d f g e ",21
"e f g# e ",150,15,"NUMBERS","007","040",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f g# ^A d f g# e ",6,6,"NUMBERS","007","041",4,"e B C B f g ^A d f g e ",44
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","042",4,"e g B ^A g e ",17
"f d f g# f e ",12,12,"NUMBERS","007","044",4,"f d f g f e ",14
"B tar,rev,c d f g# e ",12,12,"NUMBERS","007","045",4,"B c d f g e ",21
"e f g# e ",150,15,"NUMBERS","007","046",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f g# ^A d f g# e ",6,6,"NUMBERS","007","047",4,"e B C B f g ^A d f g e ",42
"e pas,z-q,g# B ^A e g# e ",1,1,"NUMBERS","007","048",4,"e g B ^A e g e ",20
"f d f g# f e ",12,12,"NUMBERS","007","050",4,"f d f g f e ",14
"B tar,rev,c d f g# e ",12,12,"NUMBERS","007","051",4,"B c d f g e ",21
"e f g# e ",150,15,"NUMBERS","007","052",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f e g# ^A d f g# e ",6,6,"NUMBERS","007","053",4,"e B C B f e g ^A d f g e ",43
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","054",4,"e g B ^A g e ",19
"f d f g# f e ",12,12,"NUMBERS","007","056",4,"f d f g f e ",14
"e f g# e ",150,15,"NUMBERS","007","058",4,"e f g e ",9
"e B tsi,B seg,C pas,B z-q,f g# ^A d f g# e ",6,6,"NUMBERS","007","059",4,"e B C B f g ^A d f g e ",42
"e pas,z-q,g# B ^A g# e ",12,8,"NUMBERS","007","060",4,"e g B ^A g e ",19
"f d f g# f e ",12,12,"NUMBERS","007","062",4,"f d f g f e ",14
